MATICUSDT    with   15m  rsi_period: 14    from    2021-08-01  to 2021-08-31   30 days 23:45:00

     closeTime      low     high    close      volume   rsi_high    rsi_low  rsi_close
0   2021-08-01  1.06734  1.08285  1.07496   4623804.5  60.857433  56.536509  57.241342
1   2021-08-02     1.02   1.0349  1.02465   4458882.1  24.763431  26.929581  27.511785
2   2021-08-02  1.03336  1.04399  1.03735   1488458.1  34.103947  37.808779  37.516359
3   2021-08-03  1.01641   1.0347  1.01784   2123224.2   35.50737  31.271525  32.215761
4   2021-08-03  1.00517  1.01787  1.00624   4170464.9  23.360439  25.646755  27.057628
5   2021-08-03  1.00912   1.0155  1.01325    674750.3  38.182061  39.451636  40.049626
6   2021-08-04  1.01107  1.01546   1.0112   1092008.1  40.490329  39.205906   36.17883
7   2021-08-05  1.01837  1.02504  1.02115   1236182.2  23.532384   25.15982  28.048048
8   2021-08-05  1.01516  1.02586  1.01546   1839935.2  33.731305   31.72741  32.623196
9   2021-08-06  1.03631  1.04291  1.03758    969581.0  35.518834  32.441678  31.860137
10  2021-08-06   1.0517  1.05422   1.0539    795438.0  48.413316  53.422901  52.609032
11  2021-08-07  1.11483  1.12211  1.11501   2109390.7  47.312094  49.292934  45.942846
12  2021-08-07  1.12985  1.13928  1.13448   1327253.9  38.262898  43.662581  41.539303
13  2021-08-08  1.07426  1.08807  1.07564   3371279.6  25.725009  27.980856  27.039234
14  2021-08-09  1.03802  1.05737  1.03831   4754802.6  23.600863  23.900699  22.646064
15  2021-08-09   1.1026  1.11996  1.10326   4437544.5  34.603027  32.212559  29.910412
16  2021-08-10    1.111  1.12327  1.11159    992948.9  43.210852  41.212492    40.9633
17  2021-08-10  1.11217  1.12938  1.11342   3978538.8  36.952114  36.023027  35.847168
18  2021-08-11  1.16134  1.17641  1.17156   2057395.4  56.814938  55.515368  56.845142
19  2021-08-11  1.31255  1.33234  1.32057   3437236.9  33.683465  35.593557  34.442987
20  2021-08-12   1.2611  1.28742  1.26476   3781425.6  26.618806  29.285142  28.646556
21  2021-08-12  1.26461  1.28487  1.27659   2316699.5   29.57531  35.514493  35.662504
22  2021-08-13      1.4  1.42194  1.40453   4405871.6  52.542492  49.935168  48.297825
23  2021-08-14   1.4102  1.44931  1.41088  11736389.2  31.652504  25.035627   26.86551
24  2021-08-14  1.41433  1.43159   1.4219   3307388.3  38.813115  37.215446   39.30867
25  2021-08-15  1.36739  1.40478  1.38408   9852314.1  26.949197  20.296751  26.921037
26  2021-08-15  1.42381  1.43158  1.43158   1292293.7  57.174243  59.763272  59.258635
27  2021-08-16  1.43128  1.44607  1.43181   3113029.3  24.837283  28.754447  25.626919
28  2021-08-17  1.37838   1.3995  1.38423   4114294.5  18.429677  27.548977  26.162935
29  2021-08-18  1.27189  1.33565  1.28817   6943895.3  28.953759   24.94622  28.081121
30  2021-08-18  1.29407   1.3097  1.29885   5287591.7  29.025282  31.044124  31.331636
31  2021-08-18  1.29632  1.30962  1.29818   3223602.1  26.400032  28.621187  29.203498
32  2021-08-19  1.30222  1.31619  1.30729   1883509.4  38.335971  39.886709  39.318175
33  2021-08-19  1.36202     1.38  1.37901   1346528.8  62.729101  60.878561  65.323376
34  2021-08-20  1.47021    1.495    1.472   2746226.1  48.384079  44.417168  43.606352
35  2021-08-21  1.51533  1.52778  1.51832    857543.8  43.624147   46.07068   44.36728
36  2021-08-21  1.57639  1.59695  1.57883   1908947.2  33.353829  33.627851  31.407936
37  2021-08-22  1.57845  1.60579  1.59111   2258324.1    44.5102  39.082447  43.134917
38  2021-08-22  1.55843  1.58755   1.5648   2540949.3  36.051035  35.998157  34.678887
39  2021-08-23  1.60265  1.61697  1.60291   1732391.8  33.046047  34.952038  34.883066
40  2021-08-24  1.58301  1.58949  1.58401    712897.2  27.201841  31.916005  32.856753
41  2021-08-24     1.45  1.49605  1.45096  10751007.5  13.145273  21.528674  17.173913
42  2021-08-25  1.47249  1.48467  1.47371   1899487.1   33.30963   38.73451  34.751253
43  2021-08-25  1.42328  1.43745  1.42563   2589506.6  20.444527  24.387109  25.306582
44  2021-08-26      1.4    1.414    1.401   1067686.2  29.059072  33.507895   32.65784
45  2021-08-26     1.37     1.38    1.371   1813658.5  35.689935  39.428657  37.899927
46  2021-08-27     1.35    1.365    1.359   2886519.9  28.718857  30.902622  33.816612
47  2021-08-27    1.419    1.426    1.423    785773.1  52.861787  56.875099  54.846532
48  2021-08-28    1.446     1.46    1.447    578176.1  36.281347  38.914332   36.07928
49  2021-08-29    1.406    1.414    1.408   1567144.9  20.492479  26.421053  23.718312
50  2021-08-29    1.403    1.417    1.404    843684.0  35.582904  31.095815  31.342703
51  2021-08-30    1.371    1.385    1.372   1910855.6  23.318842  25.067125  24.146642
52  2021-08-30    1.334     1.35    1.336   2139062.8   22.95949  25.117603  27.168124
53  2021-08-31    1.302    1.327    1.303   1873235.5  22.511568  18.543136  20.446351
54  2021-08-31    1.312    1.327    1.319   2231484.4  35.229135  33.309307  35.029422
